application_id,family_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,years_in_forest_area,caste_certificate,id_proofs,residence_proofs,dependence_proofs,gram_sabha_resolution,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,document_completeness,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,application_date,application_status,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000353,FAM-9FB946C1,Sunita Devi,54,Female,Andhra Pradesh,Bastar,Village_36,Munda,ST,True,24,True,Aadhaar|Ration Card,Ration Card,,True,3,3,0.79,Grazing,False,Partial,0.609,0.786,0.229,2025-02-26,Under Review,2025-03-31,Approved with Conditions,24.999634,83.135581,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000354,FAM-5275CFC8,Raman Kumar,45,Male,Odisha,Dantewada,Village_24,Munda,ST,True,45,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,7,1,3.36,Water Bodies,False,Complete,0.901,0.604,0.263,2025-03-28,Approved,2025-05-01,Approved,21.437774,84.406669,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000355,FAM-F14EE97C,Rakesh Sharma,38,Male,Andhra Pradesh,Rayagada,Village_12,Ho,ST,True,17,True,Aadhaar|Ration Card,Ration Card,,True,8,2,2.27,Community Forest Resource,False,Partial,0.769,0.973,0.0,2025-01-17,Under Review,2025-03-01,Rejected,21.272819,75.818116,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000356,FAM-84783D16,Rita Gupta,47,Female,Maharashtra,Dantewada,Village_66,Gond,ST,True,45,True,Aadhaar|PAN,Ration Card,,True,6,3,1.33,Habitation,False,Partial,0.983,0.801,0.086,2025-05-05,Under Review,2025-06-12,Approved,21.398789,77.388768,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000357,FAM-313FECD9,Ramesh Yadav,54,Male,Odisha,Kandhamal,Village_87,Munda,OTFD,False,120,False,Voter ID|PAN,Ration Card,Old Ration Card|Medical Record,True,6,1,3.98,Habitation,False,Partial,0.768,0.577,0.397,2025-07-01,Under Review,2025-08-15,Approved,19.161002,80.909112,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000358,FAM-40FA15FF,Sunita Devi,46,Female,Andhra Pradesh,Koraput,Village_47,Santhal,OTFD,False,93,False,Voter ID|Aadhaar,Electricity Bill,Old Ration Card|Gram Sabha Cert,True,4,4,1.82,Habitation,False,Complete,0.913,0.562,0.211,2025-08-04,Under Review,2025-09-04,Approved with Conditions,21.412338,81.89707,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000359,FAM-59046D14,Mahesh Singh,49,Male,Chhattisgarh,Kandhamal,Village_95,Ho,OTFD,False,111,False,Ration Card|Voter ID,Gram Sabha Cert,School Cert|Medical Record,True,3,4,0.53,Water Bodies,False,Partial,0.657,0.784,0.107,2025-06-23,Pending - Gram Sabha,2025-08-01,Approved with Conditions,22.654294,76.380359,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000360,FAM-E094E394,Rita Gupta,43,Female,Jharkhand,Bastar,Village_67,Gond,OTFD,False,95,False,Aadhaar|Voter ID,Electricity Bill,Medical Record|Old Ration Card,True,2,3,2.72,Agricultural,False,Complete,0.666,0.529,0.297,2025-08-26,Pending - Gram Sabha,2025-10-07,Rejected,21.069459,83.500366,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000361,FAM-7348F2BD,Ramesh Yadav,25,Male,Maharashtra,Rayagada,Village_96,Kondh,ST,True,46,True,Ration Card|PAN,Gram Sabha Cert,,True,4,1,3.12,Habitation,False,Complete,0.843,0.982,0.27,2025-04-06,Pending - Gram Sabha,2025-04-23,Rejected,19.826332,74.661785,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000362,FAM-09B5A131,Mahesh Singh,32,Male,Jharkhand,Rayagada,Village_70,Kondh,ST,True,19,True,PAN|Voter ID,Electricity Bill,,True,2,3,1.43,Agricultural,False,Medical Certificate Alternative,0.687,0.652,0.373,2025-09-27,Pending - Gram Sabha,2025-11-09,Rejected,23.786814,74.747457,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000363,FAM-8CB67C62,Geeta Singh,44,Female,Jharkhand,Koraput,Village_1,Santhal,ST,True,47,True,Voter ID|Ration Card,Electricity Bill,,True,7,2,0.53,Grazing,False,Complete,0.812,0.949,0.164,2025-01-05,Under Review,2025-02-13,Approved,20.765589,78.866023,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000364,FAM-86E2A9BA,Rakesh Sharma,42,Male,Odisha,Bastar,Village_85,Munda,ST,True,11,True,Voter ID|Ration Card,Gram Sabha Cert,,True,7,1,2.02,Community Forest Resource,False,Partial,0.644,0.642,0.053,2025-06-02,Under Review,2025-06-22,Approved with Conditions,24.677591,86.778073,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000365,FAM-9252099D,Rita Gupta,56,Female,Andhra Pradesh,Rayagada,Village_42,Munda,ST,True,33,True,Ration Card|Aadhaar,Ration Card,,True,7,0,3.85,Agricultural,False,Community Testimony,0.8,0.884,0.095,2025-06-14,Pending - Gram Sabha,2025-07-18,Approved with Conditions,20.841544,77.668904,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000366,FAM-0C10C9F0,Anita Kumari,64,Female,Chhattisgarh,Dantewada,Village_24,Gond,ST,True,18,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,3,3,1.37,Grazing,False,Complete,0.88,0.751,0.072,2025-03-08,Pending - Gram Sabha,2025-03-26,Approved,19.190893,76.498306,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000367,FAM-0B75EDC7,Rakesh Sharma,37,Male,Odisha,Koraput,Village_49,Munda,ST,True,34,True,PAN|Ration Card,Gram Sabha Cert,,True,4,3,3.93,Habitation,False,Medical Certificate Alternative,0.625,0.714,0.021,2025-05-12,Approved,2025-06-04,Approved,19.558727,74.618233,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000368,FAM-50E8862B,Mahesh Singh,38,Male,Jharkhand,Bastar,Village_36,Ho,ST,True,7,True,Ration Card|Aadhaar,Electricity Bill,,True,8,2,3.82,Community Forest Resource,False,Complete,0.639,0.507,0.221,2025-06-12,Approved,2025-07-20,Rejected,23.230466,80.875207,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000369,FAM-828034D6,Anita Kumari,62,Female,Madhya Pradesh,Koraput,Village_14,Gond,ST,True,41,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,8,1,3.89,Habitation,False,Medical Certificate Alternative,0.97,0.537,0.219,2025-05-24,Under Review,2025-06-23,Rejected,22.766156,74.569544,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000370,FAM-8B11E05B,Rita Gupta,47,Female,Jharkhand,Bastar,Village_81,Kondh,ST,True,28,True,Aadhaar|Voter ID,Electricity Bill,,True,3,3,2.33,Water Bodies,False,Partial,0.84,0.848,0.052,2025-01-26,Approved,2025-03-04,Approved with Conditions,22.477554,85.313324,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000371,FAM-39CEFD25,Ramesh Yadav,57,Male,Madhya Pradesh,Dantewada,Village_100,Munda,OTFD,False,101,False,PAN|Aadhaar,Ration Card,Old Ration Card|School Cert,True,6,0,2.5,Water Bodies,False,Medical Certificate Alternative,0.802,0.86,0.104,2025-05-23,Approved,2025-06-15,Approved,18.791436,80.936355,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000372,FAM-8E28C5B7,Mahesh Singh,33,Male,Jharkhand,Koraput,Village_83,Gond,ST,True,14,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,6,2,1.72,Water Bodies,False,Community Testimony,0.633,0.853,0.22,2025-03-14,Pending - Gram Sabha,2025-04-26,Approved with Conditions,24.88209,82.137419,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000373,FAM-053CC6B6,Anita Kumari,42,Female,Chhattisgarh,Kandhamal,Village_3,Ho,ST,True,43,True,Aadhaar|PAN,Gram Sabha Cert,,True,3,3,2.91,Community Forest Resource,False,Partial,0.927,0.61,0.108,2025-07-05,Pending - Gram Sabha,2025-08-03,Approved with Conditions,18.186674,80.22709,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000374,FAM-53F4C590,Anita Kumari,36,Female,Chhattisgarh,Dantewada,Village_63,Gond,ST,True,42,True,PAN|Aadhaar,Electricity Bill,,True,6,1,1.07,Habitation,False,Partial,0.628,0.536,0.098,2025-07-04,Pending - Gram Sabha,2025-08-11,Rejected,23.003554,74.153251,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000375,FAM-F96CF548,Sunita Devi,32,Female,Odisha,Koraput,Village_17,Gond,ST,True,50,True,Aadhaar|Voter ID,Ration Card,,True,2,1,3.79,Water Bodies,True,Complete,0.983,0.553,0.294,2025-06-28,Rejected - Multiple Claims,2025-08-04,Approved,20.843403,81.317066,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000376,FAM-B16A98F3,Mahesh Singh,46,Male,Madhya Pradesh,Rayagada,Village_32,Kondh,ST,True,35,True,PAN|Ration Card,Gram Sabha Cert,,True,5,3,0.93,Agricultural,False,Community Testimony,0.641,0.943,0.166,2025-04-01,Approved,2025-04-23,Approved,19.826479,77.729001,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000377,FAM-A63A5ACC,Sunita Devi,56,Female,Chhattisgarh,Koraput,Village_29,Kondh,OTFD,False,94,False,PAN|Aadhaar,Gram Sabha Cert,Medical Record|Old Ration Card,True,7,2,1.76,Agricultural,False,Partial,0.671,0.765,0.24,2025-07-05,Pending - Gram Sabha,2025-08-17,Rejected,23.5405,78.529014,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000378,FAM-71CE4BDD,Geeta Singh,41,Female,Andhra Pradesh,Koraput,Village_1,Gond,ST,True,50,True,Voter ID|Ration Card,Ration Card,,True,8,3,1.87,Grazing,False,Complete,0.831,0.98,0.111,2025-06-05,Approved,2025-06-25,Approved with Conditions,19.554526,79.509817,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000379,FAM-6E5C0648,Rita Gupta,65,Female,Jharkhand,Rayagada,Village_84,Gond,OTFD,False,100,False,Ration Card|PAN,Electricity Bill,Land Record|Gram Sabha Cert,True,3,2,2.22,Water Bodies,False,Medical Certificate Alternative,0.633,0.857,0.211,2025-04-23,Pending - Gram Sabha,2025-05-10,Approved,18.626237,85.057736,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000380,FAM-3EACA6DA,Anita Kumari,32,Female,Odisha,Kandhamal,Village_47,Gond,ST,True,19,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,2,3,3.9,Grazing,False,Partial,0.622,0.569,0.385,2025-03-13,Pending - Gram Sabha,2025-04-20,Approved with Conditions,17.432667,75.378128,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000381,FAM-8BD27ECB,Rita Gupta,35,Female,Odisha,Rayagada,Village_47,Gond,ST,True,6,True,Voter ID|Aadhaar,Ration Card,,True,4,3,2.49,Grazing,False,Partial,0.788,0.57,0.211,2025-08-14,Under Review,2025-09-21,Rejected,22.561976,77.727998,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000382,FAM-C00909B2,Rakesh Sharma,36,Male,Maharashtra,Rayagada,Village_2,Munda,ST,True,28,True,Ration Card|PAN,Gram Sabha Cert,,True,3,3,3.4,Water Bodies,False,Partial,0.769,0.578,0.389,2025-07-05,Pending - Gram Sabha,2025-08-12,Rejected,17.447975,79.099782,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000383,FAM-24233EC8,Ramesh Yadav,55,Male,Jharkhand,Bastar,Village_49,Gond,OTFD,False,79,False,PAN|Ration Card,Electricity Bill,School Cert|Medical Record,True,8,2,0.88,Agricultural,False,Community Testimony,0.611,0.641,0.217,2025-04-20,Approved,2025-05-05,Approved,21.413531,82.299056,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000384,FAM-3FE4ACDF,Sunita Devi,61,Female,Maharashtra,Koraput,Village_73,Munda,ST,True,3,True,Aadhaar|Voter ID,Ration Card,,True,7,0,3.8,Agricultural,False,Community Testimony,0.983,0.75,0.126,2025-06-05,Under Review,2025-07-12,Approved with Conditions,20.258292,83.638867,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000385,FAM-DB0EB37B,Raman Kumar,62,Male,Madhya Pradesh,Bastar,Village_76,Kondh,ST,True,19,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,7,4,2.12,Agricultural,False,Partial,0.954,0.904,0.262,2025-03-17,Pending - Gram Sabha,2025-04-17,Rejected,21.186297,83.992271,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000386,FAM-F405DEBF,Mahesh Singh,43,Male,Jharkhand,Dantewada,Village_56,Kondh,ST,True,46,True,Ration Card|Aadhaar,Ration Card,,True,8,2,3.99,Water Bodies,True,Partial,0.827,0.997,0.039,2025-01-05,Rejected - Multiple Claims,2025-02-13,Rejected,23.940269,84.365979,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000387,FAM-31C00C15,Sunita Devi,54,Female,Jharkhand,Rayagada,Village_38,Gond,OTFD,False,80,False,PAN|Ration Card,Electricity Bill,Medical Record|Old Ration Card,True,2,2,0.75,Grazing,False,Medical Certificate Alternative,0.991,0.882,0.177,2025-02-19,Approved,2025-03-21,Approved with Conditions,20.207514,85.141012,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000388,FAM-DD81DB1C,Ramesh Yadav,48,Male,Maharashtra,Dantewada,Village_41,Santhal,OTFD,False,81,False,Ration Card|PAN,Electricity Bill,Medical Record|Old Ration Card,True,6,3,2.67,Agricultural,False,Partial,0.88,0.78,0.062,2025-05-13,Approved,2025-06-02,Approved,18.78441,85.364066,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000389,FAM-FFA47AF9,Seeta Sharma,54,Female,Andhra Pradesh,Dantewada,Village_60,Kondh,OTFD,False,81,False,Voter ID|PAN,Ration Card,Voter List|Gram Sabha Cert,True,5,0,1.2,Community Forest Resource,True,Community Testimony,0.999,0.743,0.281,2025-08-04,Rejected - Multiple Claims,2025-08-27,Rejected,18.245929,80.109578,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000390,FAM-830722DE,Rita Gupta,27,Female,Maharashtra,Bastar,Village_8,Santhal,OTFD,False,103,False,Ration Card|Aadhaar,Ration Card,School Cert|Old Ration Card,True,6,1,3.83,Grazing,False,Partial,0.633,0.535,0.162,2025-08-28,Under Review,2025-09-25,Rejected,24.144587,76.393018,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000391,FAM-24AED06B,Geeta Singh,44,Female,Chhattisgarh,Rayagada,Village_45,Munda,ST,True,31,True,Ration Card|PAN,Gram Sabha Cert,,True,6,4,3.24,Grazing,False,Medical Certificate Alternative,0.929,0.78,0.358,2025-02-24,Approved,2025-04-01,Approved,19.589861,86.822783,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000392,FAM-1BF78592,Sunita Devi,34,Female,Madhya Pradesh,Rayagada,Village_64,Santhal,OTFD,False,83,False,Ration Card|Voter ID,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,6,3,3.96,Habitation,False,Complete,0.615,0.873,0.075,2025-09-25,Pending - Gram Sabha,2025-10-15,Approved,19.784684,86.380899,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000393,FAM-34711DFF,Mahesh Singh,48,Male,Odisha,Kandhamal,Village_40,Ho,OTFD,False,83,False,Ration Card|PAN,Electricity Bill,Voter List|Gram Sabha Cert,True,6,3,1.73,Water Bodies,False,Community Testimony,0.645,0.588,0.171,2025-09-20,Approved,2025-10-10,Approved with Conditions,19.280223,82.574873,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000394,FAM-4B7E1E25,Rita Gupta,31,Female,Odisha,Koraput,Village_12,Kondh,OTFD,False,115,False,Ration Card|Aadhaar,Electricity Bill,Gram Sabha Cert|Land Record,True,3,3,3.75,Agricultural,False,Complete,0.867,0.926,0.085,2025-09-13,Under Review,2025-10-01,Approved,19.804909,84.318766,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000395,FAM-EA8119C6,Sunita Devi,48,Female,Chhattisgarh,Dantewada,Village_37,Santhal,ST,True,43,True,PAN|Voter ID,Electricity Bill,,True,6,3,2.86,Agricultural,False,Medical Certificate Alternative,0.613,0.513,0.316,2025-06-11,Pending - Gram Sabha,2025-07-01,Approved,21.445917,79.087711,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000396,FAM-303B815F,Sunita Devi,61,Female,Madhya Pradesh,Rayagada,Village_82,Munda,OTFD,False,87,False,Ration Card|Voter ID,Gram Sabha Cert,School Cert|Voter List,True,2,0,1.31,Habitation,False,Medical Certificate Alternative,0.937,0.814,0.104,2025-03-11,Pending - Gram Sabha,2025-04-01,Approved,20.499368,82.175624,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000397,FAM-8BEE9E0B,Rakesh Sharma,70,Male,Maharashtra,Koraput,Village_74,Munda,ST,True,2,True,Voter ID|Ration Card,Gram Sabha Cert,,True,4,0,2.71,Community Forest Resource,False,Partial,0.719,0.768,0.098,2025-05-22,Under Review,2025-06-07,Approved,22.019504,82.299025,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000398,FAM-A462ED71,Raman Kumar,54,Male,Maharashtra,Koraput,Village_14,Gond,ST,True,19,True,PAN|Aadhaar,Ration Card,,True,3,3,0.77,Community Forest Resource,False,Partial,0.756,0.746,0.009,2025-08-21,Approved,2025-09-07,Approved with Conditions,24.117708,82.236173,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000399,FAM-DB509099,Suresh Prasad,44,Male,Odisha,Rayagada,Village_85,Ho,ST,True,41,True,Aadhaar|Ration Card,Electricity Bill,,True,6,4,3.98,Grazing,False,Complete,0.663,0.871,0.371,2025-01-18,Approved,2025-02-02,Approved,18.730452,78.743578,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000400,FAM-3A456687,Mahesh Singh,33,Male,Chhattisgarh,Koraput,Village_94,Gond,OTFD,False,93,False,PAN|Voter ID,Ration Card,Old Ration Card|Medical Record,True,8,2,2.98,Community Forest Resource,False,Medical Certificate Alternative,0.774,0.973,0.369,2025-03-07,Under Review,2025-04-12,Approved with Conditions,17.823157,84.310992,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000401,FAM-55340F29,Suresh Prasad,56,Male,Madhya Pradesh,Bastar,Village_55,Ho,ST,True,48,True,PAN|Voter ID,Gram Sabha Cert,,True,6,3,0.88,Grazing,False,Community Testimony,0.75,0.816,0.026,2025-01-17,Approved,2025-02-09,Approved with Conditions,21.831057,85.404277,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000402,FAM-F631A0A0,Seeta Sharma,26,Female,Odisha,Rayagada,Village_42,Munda,OTFD,False,87,False,PAN|Aadhaar,Ration Card,School Cert|Medical Record,True,2,3,1.8,Community Forest Resource,False,Community Testimony,0.875,0.858,0.086,2025-06-08,Pending - Gram Sabha,2025-07-10,Approved with Conditions,21.814415,80.854411,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000403,FAM-E201C2CB,Rita Gupta,67,Female,Odisha,Dantewada,Village_83,Munda,ST,True,44,True,Ration Card|Voter ID,Electricity Bill,,True,6,3,1.19,Agricultural,False,Medical Certificate Alternative,0.619,0.637,0.048,2025-03-20,Under Review,2025-04-14,Approved,21.611311,77.70548,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000404,FAM-93A039CD,Ramesh Yadav,43,Male,Chhattisgarh,Bastar,Village_5,Ho,OTFD,False,109,False,Aadhaar|Voter ID,Gram Sabha Cert,Old Ration Card|Gram Sabha Cert,True,5,2,2.14,Grazing,False,Community Testimony,0.727,0.673,0.032,2025-08-20,Under Review,2025-09-05,Rejected,24.871735,80.413376,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000405,FAM-8FD11F8F,Mahesh Singh,64,Male,Odisha,Koraput,Village_29,Kondh,OTFD,False,76,False,Voter ID|Aadhaar,Electricity Bill,Gram Sabha Cert|Voter List,True,8,0,1.29,Agricultural,False,Community Testimony,0.926,0.769,0.002,2025-01-09,Pending - Gram Sabha,2025-02-21,Approved,17.384027,77.955771,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000406,FAM-D343490E,Geeta Singh,69,Female,Chhattisgarh,Rayagada,Village_75,Munda,ST,True,8,True,Voter ID|Ration Card,Ration Card,,True,7,3,3.14,Grazing,False,Complete,0.809,0.62,0.191,2025-05-11,Under Review,2025-06-19,Approved,17.734395,83.960626,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000407,FAM-B086904B,Rita Gupta,40,Female,Andhra Pradesh,Rayagada,Village_89,Kondh,OTFD,False,80,False,Ration Card|Aadhaar,Ration Card,Old Ration Card|School Cert,True,4,3,2.14,Grazing,False,Complete,0.736,0.907,0.305,2025-06-25,Pending - Gram Sabha,2025-08-09,Rejected,18.231991,80.558648,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000408,FAM-DCA5F19A,Mahesh Singh,49,Male,Madhya Pradesh,Dantewada,Village_66,Gond,OTFD,False,101,False,Voter ID|Aadhaar,Electricity Bill,Voter List|School Cert,True,2,3,2.9,Water Bodies,False,Partial,0.784,0.554,0.044,2025-08-06,Approved,2025-08-29,Rejected,21.247083,78.575439,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000409,FAM-BB73F50B,Mahesh Singh,52,Male,Chhattisgarh,Rayagada,Village_51,Ho,ST,True,28,True,PAN|Aadhaar,Electricity Bill,,True,4,4,1.45,Agricultural,True,Medical Certificate Alternative,0.893,0.711,0.118,2025-07-06,Rejected - Multiple Claims,2025-08-09,Rejected,20.94893,79.636349,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000410,FAM-1983E86E,Raman Kumar,39,Male,Odisha,Koraput,Village_5,Ho,OTFD,False,93,False,Voter ID|Aadhaar,Gram Sabha Cert,Old Ration Card|Medical Record,True,3,1,1.29,Water Bodies,False,Medical Certificate Alternative,0.757,0.551,0.294,2025-05-16,Pending - Gram Sabha,2025-06-06,Approved with Conditions,22.095194,83.176094,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000411,FAM-D5938F32,Raman Kumar,36,Male,Maharashtra,Dantewada,Village_62,Santhal,ST,True,45,True,Voter ID|Aadhaar,Electricity Bill,,True,2,1,2.89,Habitation,False,Medical Certificate Alternative,0.657,0.506,0.19,2025-01-06,Under Review,2025-01-29,Rejected,23.082086,74.12654,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000412,FAM-220CFEAD,Rita Gupta,25,Female,Madhya Pradesh,Rayagada,Village_61,Kondh,ST,True,3,True,Aadhaar|PAN,Gram Sabha Cert,,True,7,2,3.97,Habitation,False,Partial,0.902,0.888,0.04,2025-06-15,Pending - Gram Sabha,2025-07-15,Rejected,19.058716,80.324413,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000413,FAM-B4DD5408,Mahesh Singh,44,Male,Andhra Pradesh,Kandhamal,Village_67,Ho,ST,True,31,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,7,3,2.32,Agricultural,False,Medical Certificate Alternative,0.943,0.83,0.057,2025-01-08,Under Review,2025-02-10,Approved with Conditions,18.65046,75.160562,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000414,FAM-49A7D5EF,Sunita Devi,42,Female,Andhra Pradesh,Dantewada,Village_58,Ho,OTFD,False,87,False,PAN|Ration Card,Electricity Bill,Medical Record|Voter List,True,6,2,2.56,Community Forest Resource,False,Complete,0.832,0.851,0.334,2025-07-26,Approved,2025-08-24,Approved with Conditions,17.881525,74.108353,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000415,FAM-692AE250,Ramesh Yadav,68,Male,Chhattisgarh,Dantewada,Village_38,Ho,OTFD,False,111,False,Voter ID|Ration Card,Electricity Bill,Medical Record|Old Ration Card,True,7,0,3.3,Agricultural,False,Partial,0.713,0.797,0.021,2025-01-14,Under Review,2025-02-09,Approved,19.011468,78.552837,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000416,FAM-78C8BE8F,Raman Kumar,70,Male,Jharkhand,Rayagada,Village_94,Gond,ST,True,28,True,Aadhaar|Voter ID,Ration Card,,True,3,4,0.61,Community Forest Resource,False,Medical Certificate Alternative,0.769,0.983,0.039,2025-05-20,Under Review,2025-06-13,Approved with Conditions,22.431386,78.192239,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000417,FAM-2857AD4C,Mahesh Singh,33,Male,Madhya Pradesh,Dantewada,Village_26,Santhal,ST,True,20,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,6,2,3.74,Grazing,False,Medical Certificate Alternative,0.913,0.917,0.038,2025-08-23,Pending - Gram Sabha,2025-09-17,Approved with Conditions,19.833551,80.065183,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000418,FAM-CDD9EEC8,Sunita Devi,60,Female,Odisha,Bastar,Village_12,Gond,OTFD,False,115,False,PAN|Aadhaar,Gram Sabha Cert,Land Record|Medical Record,True,8,4,0.95,Water Bodies,False,Community Testimony,0.621,0.923,0.05,2025-01-15,Pending - Gram Sabha,2025-02-24,Approved with Conditions,23.713584,75.100568,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000419,FAM-CC5382CA,Mahesh Singh,63,Male,Odisha,Kandhamal,Village_73,Munda,ST,True,45,True,PAN|Aadhaar,Ration Card,,True,7,1,3.09,Water Bodies,False,Complete,0.881,0.758,0.225,2025-03-08,Under Review,2025-04-20,Approved with Conditions,22.025916,83.348847,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000420,FAM-8E8FE080,Rita Gupta,69,Female,Chhattisgarh,Koraput,Village_9,Kondh,OTFD,False,85,False,Aadhaar|PAN,Ration Card,School Cert|Gram Sabha Cert,True,8,4,0.86,Agricultural,False,Medical Certificate Alternative,0.756,0.963,0.12,2025-03-27,Under Review,2025-04-18,Approved with Conditions,23.573492,82.857166,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000421,FAM-4C530E27,Ramesh Yadav,34,Male,Andhra Pradesh,Koraput,Village_24,Gond,OTFD,False,118,False,Voter ID|Aadhaar,Gram Sabha Cert,Gram Sabha Cert|Land Record,True,2,3,1.2,Grazing,False,Complete,0.984,0.746,0.267,2025-07-23,Under Review,2025-09-01,Approved with Conditions,23.507949,75.926165,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000422,FAM-3829D3AB,Rakesh Sharma,49,Male,Odisha,Dantewada,Village_39,Kondh,ST,True,42,True,Ration Card|Aadhaar,Electricity Bill,,True,7,4,3.87,Grazing,False,Medical Certificate Alternative,0.711,0.991,0.143,2025-04-12,Pending - Gram Sabha,2025-05-25,Approved with Conditions,21.104361,76.268459,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000423,FAM-E203837E,Seeta Sharma,70,Female,Chhattisgarh,Kandhamal,Village_98,Santhal,ST,True,26,True,Aadhaar|PAN,Electricity Bill,,True,4,4,1.82,Grazing,False,Partial,0.83,0.964,0.31,2025-05-05,Pending - Gram Sabha,2025-06-11,Rejected,19.784762,82.027175,2025-09-06 06:35:24,2025-09-06 06:35:24
